id,count
1163,195.09708
1166,18.277489
1171,88.476295
1172,35.93776
1173,251.19154
1174,76.2316
1177,130.95253
1178,120.443726
1184,132.97427
1185,96.92987
1186,95.22523
1187,153.55063
1188,235.3801
1191,147.18561
1207,112.559494
1213,66.059296
1215,113.93091
1223,178.26839
1227,92.56014
1236,39.184093
1237,62.134926
1238,46.54909
1241,15.469145
1248,24.57554
1250,29.505384
1251,98.99435
1253,89.59977
1255,100.15643
1257,178.26839
1261,96.4171
1262,339.50238
1265,140.82227
1273,158.86981
1277,236.95067
1278,99.049774
1280,80.50721
1284,190.68166
1285,344.5019
1288,41.362217
1295,102.87952
1297,385.33286
1299,237.50171
1304,143.77173
1308,26.683664
1310,80.85422
1311,97.80095
1314,76.08711
1315,82.13866
1318,12.949667
1320,365.0323
1321,256.07535
1322,218.14961
1330,118.2997
1333,173.19836
1334,145.30673
1341,149.22252
1344,150.2668
1351,212.85443
1354,65.854836
1356,53.269203
1363,88.19771
1365,143.83897
1369,121.887436
1373,91.91008
1375,74.53186
1377,63.428688
1379,189.34494
1380,285.84467
1381,77.13182
1384,158.28699
1390,177.39485
1393,232.20792
1395,45.06231
1399,345.81076
1400,88.01318
1401,186.7976
1404,154.59438
1408,24.344208
1409,22.125572
1413,207.41357
1416,252.4392
1418,89.43277
1423,88.60342
1424,35.056038
1425,15.261897
1433,234.78899
1434,178.81905
1436,356.4893
1442,213.17682
1444,86.25105
1445,110.27961
1452,155.04254
1455,159.38618
1462,61.56608
1467,67.95583
1472,46.828194
1475,173.60583
1493,83.25602
1501,205.26039
1503,307.90582
1504,270.34848
1505,18.626081
1511,214.98119
1512,51.702442
1513,77.515656
1514,52.528797
1528,203.56876
1533,252.88057
1534,29.957209
1536,146.42067
1537,80.04802
1539,117.655014
1550,153.40634
1552,211.60603
1554,148.86545
1555,383.71854
1556,65.37043
1559,23.813387
1563,141.30075
1566,159.34808
1567,118.75137
1568,17.264051
1571,218.08519
1572,25.808207
1574,57.374622
1577,26.237434
1583,68.91648
1585,43.079586
1586,140.5319
1587,229.35857
1596,143.84973
1602,29.952711
1604,64.08683
1605,38.86433
1610,275.9187
1611,73.23165
1616,18.013573
1617,58.17037
1618,28.87469
1622,45.536476
1623,32.20966
1628,344.661
1631,18.87636
1632,175.21361
1633,248.36331
1634,296.23715
1636,265.18353
1637,110.229454
1643,179.80327
1644,96.48076
1646,104.28587
1648,209.37637
1651,29.587912
1656,12.957175
1658,137.32797
1659,9.4482765
1665,150.55345
1666,131.41228
1670,38.28638
1674,167.17982
1679,195.55371
1680,234.76508
1683,331.34427
1686,21.76444
1691,81.12232
1693,52.649937
1696,27.772001
1697,70.940575
1703,79.88553
1706,31.331963
1709,188.44807
1710,73.148186
1712,170.32727
1713,91.33264
1718,380.40277
1719,204.004
1722,240.1143
1723,113.44959
1724,311.57523
1728,65.77066
1730,43.961143
1732,28.533222
1737,37.191067
1745,77.53347
1747,19.138256
1748,11.764853
1755,79.33471
1759,10.886565
1761,253.80853
1764,208.65074
1765,102.36898
1766,82.78914
1768,98.49978
1770,31.057156
1771,143.8299
1774,92.136055
1785,129.62035
1788,192.00333
1792,12.983828
1794,213.61932
1797,113.058975
1798,17.248558
1799,281.0338
1802,77.05555
1806,39.55292
1808,86.594444
1810,232.44571
1818,114.88855
1819,392.31186
1820,318.94495
1822,243.54521
1826,234.44905
1827,99.525314
1835,39.23227
1841,100.71689
1842,107.322815
1843,41.725258
1846,44.29516
1849,105.500015
1850,196.80005
1851,169.33052
1857,52.180275
1858,178.7226
1860,78.56857
1861,230.45805
1864,115.72974
1869,325.06744
1871,66.561455
1872,13.214278
1875,22.598368
1878,207.9616
1879,232.74799
1885,84.34948
1888,110.64134
1889,28.992733
1890,101.952
1896,147.94777
1897,157.56271
1898,102.869446
1900,92.79021
1905,34.983547
1908,109.03851
1909,58.57658
1913,69.797455
1918,116.52995
1922,326.70596
1923,95.42198
1925,269.3524
1926,142.67345
1927,272.68976
1930,146.95946
1935,48.302044
1939,119.39294
1942,80.92374
1943,216.064
1948,251.00246
1949,258.7312
1951,97.14818
1953,104.2822
1959,86.45721
1963,20.964088
1967,113.4707
1973,213.06667
1975,34.05201
1976,70.725685
1990,105.19442
1993,100.253075
1997,170.0619
1999,72.24683
2001,254.27307
2004,67.02467
2010,100.7231
2013,122.577995
2017,305.1938
2021,95.17144
2023,149.70753
2026,168.35794
2037,31.491629
2039,183.73315
2041,31.352438
2046,27.832237
2050,17.43974
2060,210.38733
2067,113.959404
2069,94.4898
2072,231.49834
2074,129.90518
2079,106.7612
2083,15.143466
2085,149.95525
2087,25.685476
2093,155.60837
2094,33.46071
2097,15.846461
2103,104.30917
2104,38.452496
2107,166.32594
2108,21.645247
2110,70.90361
2115,176.31516
2117,31.762104
2125,284.48572
2127,293.02426
2133,19.483318
2134,390.76797
2135,121.50454
2141,202.51198
2143,30.903097
2145,94.47516
2146,47.04413
2147,286.8321
2148,41.79592
2149,53.095657
2165,103.23073
2166,108.05687
2177,151.35211
